0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,180,314,351,390,377,70,0,0,0
0,0,193,301,434,451,511,471,371,272,0,0
172,311,325,362,473,512,568,546,479,365,247,201
248,381,375,433,509,550,638,620,555,425,339,290
292,379,392,428,533,591,708,660,578,465,397,331
340,356,437,449,545,589,740,690,608,498,385,351
373,348,451,447,515,631,748,708,609,540,378,374
342,349,441,466,527,617,723,686,598,474,377,346
311,358,407,457,508,582,676,652,543,385,324,269
273,313,352,467,466,524,623,623,479,350,262,197
86,235,287,414,419,457,559,560,387,245,0,0
0,0,176,281,316,383,475,467,193,0,0,0
0,0,0,0,143,266,352,187,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
