0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5,2,0,0,0,0,0
0,0,0,10,44,65,59,26,1,0,0,0
0,1,25,36,52,59,44,24,43,14,0,0
18,42,50,68,82,88,69,65,54,31,39,16
38,45,86,115,118,112,94,95,80,74,44,31
80,90,133,137,154,140,110,115,106,110,91,69
117,140,181,181,187,156,117,133,140,140,118,106
138,178,194,211,207,178,133,142,157,158,148,128
146,188,193,233,218,175,156,157,171,163,155,135
145,182,207,219,216,194,177,177,180,168,153,134
127,165,213,212,210,209,192,188,189,168,133,115
97,138,181,194,202,208,195,184,170,131,93,75
46,91,127,164,175,179,182,167,135,77,16,0
0,0,68,107,128,140,151,130,67,0,0,0
0,0,0,5,62,88,97,61,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
